Country Name,CPI_AnnualChange,GDP_Growth,MoneySupply_GDPpct,ExchangeRate_LCUperUSD,CPI_log,MoneySupply_log,ExchangeRate_log
St. Martin (French part),,-1.5857138925360985,,3.636926355701906,,,1.3623598892843498
St. Vincent and the Grenadines,3.89817104287726,2.98236028642187,62.59311125031517,2.4931539620684404,1.298105611812243,4.139858173138812,1.2446686725611817
Sub-Saharan Africa,8.097335711452862,3.3147955565243037,39.976991307370305,,2.115332722679453,3.620793661039272,
Sub-Saharan Africa (IDA & IBRD countries),8.097335711452862,3.314795556524303,39.97699130737031,,2.115332722679453,3.6207936610392726,
Sub-Saharan Africa (excluding high income),7.559844894676534,3.25008841749588,40.25667736845662,,2.0568785089887256,3.6294703227818927,
Sudan,38.83959525057638,2.045591667447518,19.43828033394382,17.65276541688855,3.083853096354447,2.9591339897070803,0.8614592756821646
Suriname,27.684787899972097,2.5076815197669498,54.38697417806768,3.0436745525623015,2.4594875636000175,3.9107859209759104,0.7288082403754801
Sweden,4.3705610268793045,2.441031738468182,54.42521173256627,6.794969946670477,1.406901231109208,3.992574374223243,2.0280328044048024
Switzerland,2.349878704586938,2.1406226693069774,112.37153667172608,2.055306794937298,0.9738126163814326,4.7044897265205465,1.0460348950256642
Syrian Arab Republic,11.373614732831077,3.5142455961637222,50.978319130115814,118.1571057417519,2.2093898401601266,3.8953098438613756,2.717870350608012
Tajikistan,11.1874533417745,2.800031809899064,18.652290977219238,4.626437241650508,2.347264668507786,2.888604914403324,1.4636865452194359
Tanzania,14.471235542612447,3.8589089004687245,16.474580759402095,721.1352625850027,2.497191179066631,2.8073870630537985,4.91454023195775
Thailand,4.047312794987192,5.508240305702215,79.22072627610578,28.078858497272062,1.2048405451979516,4.232716529546658,3.341134080826199
Timor-Leste,4.745969038627276,4.88825889538015,33.8590325126681,1.0,1.5087579911745912,3.464202972980108,0.6931471805599453
Togo,4.961847284681057,4.0637554589549545,24.214623344281524,410.7592696281715,1.2661217901995732,3.113780956720308,5.944740984510454
Tonga,6.832843149325485,1.6336675240666756,44.547098562136156,1.4509636450124284,1.8214467271950765,3.778335305853245,0.8721118127724224
Trinidad and Tobago,6.920641514306064,2.997194446082868,43.35107485643249,4.402078365373929,1.875541114053597,3.733706532495413,1.604187148301269
Tunisia,5.100993215258924,3.4436909607119066,50.043557249199516,1.1460639740906022,1.752209719452549,3.896499275409514,0.7081623971154078
Turkiye,32.842919702517165,4.761685236849008,33.45702163358178,2.0329147083593324,3.0999720184192956,3.4566571223402542,0.5580977859826634
Turkmenistan,,5.5878903980729575,,3502.670625000001,,,7.288368759445446
Turks and Caicos Islands,,8.406153282249097,,1.0,,,0.6931471805599453
Tuvalu,0.5005807431527,2.5721031775333287,,1.51535803855596,0.40585219528205674,,0.9224151546741556
Uganda,6.022884353904123,5.648489415703499,16.652112576068077,1189.177508999788,1.7689719851804118,2.834536168226226,4.438453939226207
Ukraine,201.29190152677964,-1.4819942706466662,38.43030050857851,12.541113058020834,2.8440684450949427,3.584849360465588,2.189971111195324
United Arab Emirates,2.0676990173222114,7.37165085485583,49.36349425328247,3.8250040486944883,1.084639207250328,3.7522112956377316,1.5715918581992876
United Kingdom,5.092417326519503,2.2751086769306603,82.60840610815434,0.5745197891012216,1.58656922827761,4.250154563862542,0.45028730310016124
United States,3.7577044791178147,3.0275433190581054,75.29047429971934,1.0,1.415806627127447,4.322773374368078,0.6931471805599453
Upper middle income,7.5546092664454525,5.173979807090756,72.95447207964386,,2.0130856963197807,4.115654867625655,
Uruguay,36.337158126862604,2.2049073750207993,40.56927719003531,11.428356959461539,3.184989475181483,3.679858042529059,1.5667836407900544
Uzbekistan,11.833568543834394,4.554529751226356,18.437036908154727,4924.940263370198,2.5329617628620684,2.9648711080523156,7.257604870237172
Vanuatu,4.513590791516284,2.251205529397642,91.56821565814467,102.44067779951229,1.5020098989718347,4.51631195897849,4.624974691835381
"Venezuela, RB",72.74028896000765,2.80546660381058,29.335282638418207,1.1824541440269767,3.916507668855858,3.372862003276064,0.46929217221676217
Viet Nam,5.611181734682327,6.379758910606703,79.27459178164393,15092.052394331127,1.7078797672412411,4.214250400257175,9.065069558085575
Virgin Islands (U.S.),,-0.7998471818544547,,1.0,,,0.6931471805599453
West Bank and Gaza,4.902095103528666,3.0859403312412987,73.77643791319237,,1.2753358152084633,4.29581927736388,
World,5.3162215025555675,3.461497267152728,87.2853533173428,,1.7487361509958559,4.435809697382011,
"Yemen, Rep.",17.495676814766558,1.8615773671716798,37.11694016165291,273.4583863550015,2.666608410559994,3.6302227208037734,5.036596705170705
Zambia,35.236352398378365,3.3296067774666063,23.379608982963035,3.676661819669607,3.1311234836850375,3.160632765143041,1.000528831141366
Zimbabwe,79.61135123223463,2.9550370365830525,28.78499041063023,124501282.28627728,2.6739595795258393,3.2459055145136504,1.3580496344223112
