Country Name,CPI_AnnualChange,GDP_Growth,MoneySupply_GDPpct,ExchangeRate_LCUperUSD,CPI_log,MoneySupply_log,ExchangeRate_log
Oman,2.090439045160353,7.644561848927698,28.797638162637032,0.3753811753331239,0.795941599277164,3.35928652772411,0.3186335678079036
Other small states,4.385457639544399,3.3542853230269407,33.62824005538606,,1.5847200340013778,3.5432267807540114,
Pacific island small states,3.4165244627184137,2.3177557700726883,47.18829494455818,,1.3500968345480722,3.830688834224787,
Pakistan,8.642020065187223,4.964528557107348,43.05138947687899,52.00325994695988,2.076373671982994,3.7777290517964133,3.3398697707648415
Palau,3.514083076592786,0.9016052548357157,,1.0,1.366653090316688,,0.6931471805599453
Panama,2.5505293896138563,5.274549205849372,40.69747474270629,1.0,1.0285812162111863,3.571828178353504,0.6931471805599453
Papua New Guinea,6.944199442902852,3.824474830018889,32.25029373251924,1.7473979367170738,1.932911054325599,3.4973584825820794,0.9369605765670712
Paraguay,10.284450589366356,4.507095807472915,25.695618349267466,2517.527865382307,2.1031661457556527,3.2023678056868774,6.816592018378293
Peru,205.11062582751643,3.4969408734471275,29.120963181633375,1.5354917911567436,2.678025374892795,3.335800088108367,0.704226913872071
Philippines,8.245933451684945,4.321940819740949,41.33088637778573,27.44719657343452,1.9754379641183137,3.616689222552064,2.9949188277645984
Poland,27.77255123356676,3.6812993123864133,50.17797431089872,1.7413995747863014,2.074393965634139,3.89408273959574,0.7652772141566276
Portugal,7.806214539150471,3.072343529258457,,50.01452413268618,1.7489803030129294,,2.731482607755969
Post-demographic dividend,4.30012958371611,2.877008751433566,96.3793051095881,,1.5182069250644445,4.5453627431155565,
Pre-demographic dividend,6.896942449412709,3.537571062124373,32.72428100825762,,1.954846772552731,3.279183556764205,
Puerto Rico (US),,3.0759059991688207,,1.0,,,0.6931471805599453
Qatar,3.222947923682453,5.960650097309027,54.31885385338118,3.800126993551225,1.2522338838734712,3.906853098792616,1.5662487826002816
Romania,40.99087638829855,2.2568704751521884,37.66305678358355,1.4092101016666436,2.683982329967759,3.6395133442605747,0.6182979387433651
Russian Federation,61.16174440988494,1.0330486934398033,46.72739136890452,38.13715725888046,2.8385792874781415,3.825153532701465,3.428594977520627
Rwanda,7.518135367329416,4.9059050027078825,16.208378022854113,346.3093597044506,1.8432090443941305,2.8211270158422677,5.355114366813902
Samoa,6.2373710856996905,2.0513170188238683,33.43729923768181,1.9229771279403904,1.6750475431526737,3.4215009163359476,1.0161534024865804
San Marino,2.031180174031449,1.4732273110529852,,629.1690803613119,0.9843667549227669,,3.899850346712023
Sao Tome and Principe,14.940622745031101,2.8071660725170484,30.922544259679213,6.768808251834751,2.6216530766004835,3.4086347363175147,1.2409795153264633
Saudi Arabia,3.3783182149344766,5.327168536984437,35.74932856620479,3.8410096028824725,1.1794637578621432,3.438439837964113,1.5748022797070242
Senegal,4.705234301802474,3.217788632479237,22.052181314182334,410.7592696281715,1.3855928020565063,3.035726325037034,5.944740984510454
Serbia,20.466407481804243,3.2292769289658363,35.151733120492665,76.0863455952381,2.42787284217099,3.46045555617413,4.187423418699123
Seychelles,6.356341802582006,4.534365782221407,58.27358480469986,7.735813716461032,1.56019544960904,3.999215471351986,2.0942573084522116
Sierra Leone,14.08309210296114,2.6851826657901627,2350.9076519947466,2.3058659123903102,2.5326072098435053,4.224441921347209,0.7498921039716706
Singapore,2.5630294183021323,6.920873393935762,88.94809806012901,1.994297369306943,0.9795830251814904,4.453276076019061,1.0760347696336945
Sint Maarten (Dutch part),2.271700322923587,1.2056559033268421,,1.7900000000000003,0.9507267337947266,,1.0260415958332743
Slovak Republic,5.66518033651016,2.662665305871269,,17.57296409530791,1.583897986314005,,2.0754595669113307
Slovenia,68.43139867719267,2.1867685386767035,,76.9440416517586,2.395474564208307,,2.670305040159338
Small states,4.043365111134896,3.0411257020290865,46.48907582730914,,1.4934378878100754,3.805007596879526,
Solomon Islands,8.363761958366949,2.654525622878201,29.436700376362506,3.944603974116883,2.037146013617435,3.378803053874608,1.3805160190807924
Somalia,,3.808364909801475,17.586843701503103,5751.636167468283,,2.8866642234749795,4.317391817847249
South Africa,7.6830733061048475,2.752139237308302,55.644749926241914,5.293018503749049,1.9869405721516054,4.023375783243142,1.4924797813347515
South Asia,7.190365785869514,5.093732888718076,45.33025273420754,,2.044006615032631,3.7315152582693822,
South Asia (IDA & IBRD),7.190365785869514,5.093732888718076,45.33025273420754,,2.044006615032631,3.7315152582693822,
South Sudan,63.678717618156774,-4.925337977777009,27.21963906717624,326.8152293472795,3.1264750292456287,3.2387266395518832,4.093680021697326
Spain,6.221054357405487,3.2435737969139593,,56.474543897753016,1.6666212374734037,,2.9382355937234665
Sri Lanka,8.765335424121547,4.326221500210247,33.66042432506712,67.76037897253467,2.018443749027423,3.5133944839379607,3.5893479913308206
St. Kitts and Nevis,2.94343507619157,3.741924653404692,92.88996872640017,2.4931539620684404,1.1949118044011746,4.4954317432862885,1.2446686725611817
St. Lucia,4.85516219353516,3.4129358444384663,59.84376247994533,2.4931539620684404,1.3917658514499538,4.087232504700524,1.2446686725611817
